식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D306-023170000-0001,오리백숙_한방,D,음식,3,외식(분석함량),6,찌개 및 전골류,6023,오리백숙,602317,한방,60231700,해당없음,0,해당없음,100g,157,68.5,22.93,6.7,0.71,1.12,0.12,2.4,30,0,148,115,92,10,10,2,0.109,0.245,1.672,0,,124.02,2.13,0.05,3,식품의약품안전처,300g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D306-027000000-0001,청국장찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6027,청국장찌개,602700,해당없음,60270000,해당없음,0,해당없음,100g,68,86,5.6,3.9,1.9,2.6,,3.7,71,6.5,82,212,449,12,0,143,0.32,0.13,1.8,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2011-12-31,2022-11-01,1471000,식품의약품안전처
D306-028000000-0001,추어탕,D,음식,3,외식(분석함량),6,찌개 및 전골류,6028,추어탕,602800,해당없음,60280000,해당없음,0,해당없음,100g,32,92.8,2.27,1.32,0.93,2.68,0,1.9,56,0,50,87,264,35,0,424,0.045,0.038,0.208,0,,9.03,0.19,0,3,식품의약품안전처,1000g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-030000000-0001,호박찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6030,호박찌개,603000,해당없음,60300000,해당없음,0,해당없음,100g,32,92,1.87,0.87,1.23,4.07,1.93,1.4,28,0,37,157,341,11,1,126,0.033,0.04,0.11,0.92,,3.09,0.13,0,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D307-002010000-0001,갈비찜_고춧가루,D,음식,3,외식(분석함량),7,찜류,7002,갈비찜,700201,고춧가루,70020100,해당없음,0,해당없음,100g,172,63.5,20.43,6.57,1.57,7.9,3.57,2.8,21,0,140,362,380,53,0,640,0.147,0.217,0.797,0.47,,54.43,2.67,0.17,3,식품의약품안전처,300g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-002050000-0001,갈비찜_쇠고기,D,음식,3,외식(분석함량),7,찜류,7002,갈비찜,700205,쇠고기,70020500,해당없음,0,해당없음,100g,198,62.8,19.94,10.78,1.22,5.26,1.73,0.4,19,0,86,141,301,10,4,74,0.053,0.089,0.603,0,,56.59,4.13,0.43,3,식품의약품안전처,250g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D307-006120000-0001,꼬막찜_참꼬막,D,음식,3,외식(분석함량),7,찜류,7006,꼬막찜,700612,참꼬막,70061200,해당없음,0,해당없음,100g,113,73.8,15.59,3.13,1.76,5.74,0,2.2,78,0.01,157,187,293,39,30,102,0.127,0.171,2.002,0,,81.29,0.47,0.02,3,식품의약품안전처,80g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-008060100-0001,달걀_수란_중탕,D,음식,3,외식(분석함량),7,찜류,7008,달걀,700806,수란,70080601,중탕,0,해당없음,100g,145,74.9,12.3,11.7,0.9,0.2,,0,55,2.2,200,100,110,160,160,3,0.06,0.4,0.1,0,0.9,420,3.21,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D307-010070000-0001,닭찜_안동찜닭,D,음식,3,외식(분석함량),7,찜류,7010,닭찜,701007,안동찜닭,70100700,해당없음,0,해당없음,100g,91,79,7.61,2.59,1.47,9.3,4.45,2,35,0,85,208,364,20,3,207,0.3,0.033,0,0,,30.03,0.69,0.01,3,식품의약품안전처,1500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-011000000-0001,대구찜,D,음식,3,외식(분석함량),7,찜류,7011,대구찜,701100,해당없음,70110000,해당없음,0,해당없음,100g,75,81.4,10.34,1.58,1.76,4.94,1.14,1.7,85,0,135,239,380,33,4,339,0.062,0.068,0.258,0,,52.66,0.22,0,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-012000000-0001,도미찜,D,음식,3,외식(분석함량),7,찜류,7012,도미찜,701200,해당없음,70120000,해당없음,0,해당없음,100g,126,69.9,23,3.48,3.12,0.54,0,1.4,59,0,272,369,840,101,101,0,0.017,0.238,0.687,1.73,,99.01,0.91,0.02,3,식품의약품안전처,100g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-013000000-0001,동태찜,D,음식,3,외식(분석함량),7,찜류,7013,동태찜,701300,해당없음,70130000,해당없음,0,해당없음,100g,79,81,10.18,1.94,1.76,5.16,1.14,1.9,74,0,125,238,397,55,26,353,0.052,0.078,0.19,0.13,,56.84,0.32,0.02,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-015020000-0001,돼지고기_머리고기,D,음식,3,외식(분석함량),7,찜류,7015,돼지고기,701502,머리고기,70150200,해당없음,0,해당없음,100g,325,50.3,21.2,26,0.8,1.75,0.05,1.6,13,0,109,110,167,4,4,0,0.09,0.2,1.33,0,,85.55,7.6,0.2,3,식품의약품안전처,200g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D307-016000000-0001,돼지등갈비찜,D,음식,3,외식(분석함량),7,찜류,7016,돼지등갈비찜,701600,해당없음,70160000,해당없음,0,해당없음,100g,214,58.3,16.02,10.93,1.96,12.76,5.36,1.8,36,0,117,247,532,28,3,300,0.338,0.093,0.544,0,,44.35,3.58,0.07,3,식품의약품안전처,450g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-018000000-0001,병어찜,D,음식,3,외식(분석함량),7,찜류,7018,병어찜,701800,해당없음,70180000,해당없음,0,해당없음,100g,180,67,18.86,11.51,2.46,0.16,0,0.4,28,0,201,274,651,17,17,0,0.061,0.135,2.313,0,,71.92,3.59,0.06,3,식품의약품안전처,100g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-020000000-0001,북어찜,D,음식,3,외식(분석함량),7,찜류,7020,북어찜,702000,해당없음,70200000,해당없음,0,해당없음,100g,157,63.1,18.73,3.8,2.47,12,4.27,2,114,0,183,257,601,36,1,422,0.107,0.12,0.453,0,,102.07,0.6,0.07,3,식품의약품안전처,150g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D307-021000000-0001,붕어찜,D,음식,3,외식(분석함량),7,찜류,7021,붕어찜,702100,해당없음,70210000,해당없음,0,해당없음,100g,76,83.6,4.94,3.35,1.62,6.51,1.47,3.9,89,0,77,191,359,65,2,760,0.065,0.03,0.225,0,,16.93,0.53,0.03,3,식품의약품안전처,1100g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-024030000-0001,숙회_문어,D,음식,3,외식(분석함량),7,찜류,7024,숙회,702403,문어,70240300,해당없음,0,해당없음,100g,84,78.9,18.58,0.63,1.02,0.91,0,1.1,15,0,130,99,260,5,5,0,0,0.065,0.739,1.39,,175.14,0.15,0,3,식품의약품안전처,80g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-025000000-0001,순대,D,음식,3,외식(분석함량),7,찜류,7025,순대,702500,해당없음,70250000,해당없음,0,해당없음,100g,181,64.2,6.52,8.55,1.28,19.45,1.17,4.2,35,0.01,67,163,340,9,1,102,0.574,0.169,2.649,0,,6.41,2.43,0.04,3,식품의약품안전처,300g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D307-026000000-0001,아귀찜,D,음식,3,외식(분석함량),7,찜류,7026,아귀찜,702600,해당없음,70260000,해당없음,0,해당없음,100g,78,80.8,12.08,1.33,1.39,4.37,0.17,1.6,54,0,94,147,352,35,11,288,0.485,0.075,1.217,1.09,,97.28,0.21,0.01,3,식품의약품안전처,400g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D307-028000000-0001,오징어순대,D,음식,3,외식(분석함량),7,찜류,7028,오징어순대,702800,해당없음,70280000,해당없음,0,해당없음,100g,133,67.2,13.06,1.6,1.49,16.66,0.11,1.3,22,0,172,199,360,28,8,235,0,0.014,0,0,,147.84,0.4,0,3,식품의약품안전처,350g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D307-030000000-0001,전어찜,D,음식,3,외식(분석함량),7,찜류,7030,전어찜,703000,해당없음,70300000,해당없음,0,해당없음,100g,278,55.6,17.28,22.97,3.59,0.6,0,2.8,618,0,477,285,447,85,84,15,0.159,0.189,2.597,14.94,,97.88,6.8,0.13,3,식품의약품안전처,100g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-031000000-0001,조기찜,D,음식,3,외식(분석함량),7,찜류,7031,조기찜,703100,해당없음,70310000,해당없음,0,해당없음,100g,182,65,20.06,10.59,2.69,1.64,0,0.4,121,0,227,262,602,271,271,0,0,0.2,0.317,0.43,,138.43,2.85,0.08,3,식품의약품안전처,100g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D307-032000000-0001,족발,D,음식,3,외식(분석함량),7,찜류,7032,족발,703200,해당없음,70320000,해당없음,0,해당없음,100g,220,58.9,28.91,11.65,1.31,0,0.28,0,13,0.92,162,201,332,10,10,0,0.475,0.189,3.78,0,0,92.54,3.77,0.04,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2017-04-01,2022-11-01,1471000,식품의약품안전처
D307-036000000-0001,해물찜,D,음식,3,외식(분석함량),7,찜류,7036,해물찜,703600,해당없음,70360000,해당없음,0,해당없음,100g,80,80.6,8.52,1.96,1.88,7.08,1.1,2.1,113,0,117,225,427,42,7,415,0.012,0.07,0.03,0,,83.83,0.3,0,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-002110300-0001,갈비구이_쇠고기_양념,D,음식,3,외식(분석함량),8,구이류,8002,갈비구이,800211,쇠고기,80021103,양념,0,해당없음,100g,330,45.7,20.03,23.87,1.7,8.73,4.63,2.5,28,0,138,211,459,8,6,16,0.083,0.123,0.163,0.09,,62.21,9.07,1.17,3,식품의약품안전처,300g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-002140300-0001,갈비구이_왕갈비_양념,D,음식,3,외식(분석함량),8,구이류,8002,갈비구이,800214,왕갈비,80021403,양념,0,해당없음,100g,321,47.9,18.07,23.53,1.4,9.13,4.53,0.9,21,0,117,189,366,6,6,6,0,0.067,0.173,0,,39.01,8.67,1.47,3,식품의약품안전처,150g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-005910000-0001,곰장어구이_짚불,D,음식,3,외식(분석함량),8,구이류,8005,곰장어구이,800591,짚불,80059100,해당없음,0,해당없음,100g,163,67.6,21.35,8.1,1.8,1.15,0.6,4.3,15,0,186,321,413,1101,1101,0,0,0.4,0,0.8,,170.92,1.4,0.05,3,식품의약품안전처,200g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-008040000-0001,꼬치구이_닭고기,D,음식,3,외식(분석함량),8,구이류,8008,꼬치구이,800804,닭고기,80080400,해당없음,0,해당없음,100g,252,50.4,16.52,12.24,1.74,19.07,4.5,3,25,0.01,175,218,410,27,21,66,0.323,0.263,2.448,0,,44.92,3.31,0.06,3,식품의약품안전처,70g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D308-012120000-0001,닭튀김(치킨)_양념,D,음식,3,외식(분석함량),8,구이류,8012,닭튀김(치킨),801212,양념,80121200,해당없음,0,해당없음,100g,276,46.1,17.75,13.4,1.7,21.15,6.25,1.1,17,0,190,248,403,21,11,125,0.13,0.155,4.31,0.1,,68.9,2.7,0.1,3,식품의약품안전처,200g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D308-013000000-0001,더덕구이,D,음식,3,외식(분석함량),8,구이류,8013,더덕구이,801300,해당없음,80130000,해당없음,0,해당없음,100g,184,58.1,3.1,5.2,2.5,31.1,11.6,6.8,46,0,88,262,743,40,0,481,0.23,0.08,0.18,1.34,,0.12,0.8,0,3,식품의약품안전처,100g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D308-014000000-0001,도미구이,D,음식,3,외식(분석함량),8,구이류,8014,도미구이,801400,해당없음,80140000,해당없음,0,해당없음,100g,159,65.3,24.44,6.6,2.8,0.84,0,2.4,64,0,276,443,633,26,26,1,0.04,0.108,2.54,0.34,,84.5,1.52,0.04,3,식품의약품안전처,250g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D308-015000000-0001,돼지갈비,D,음식,3,외식(분석함량),8,구이류,8015,돼지갈비,801500,해당없음,80150000,해당없음,0,해당없음,100g,240,56.3,19.5,14.4,1.6,8.1,4.5,0.3,47,0,156,281,405,3,3,2,0.31,0.14,0.17,0,,49.34,4.7,0.1,3,식품의약품안전처,100g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-022030000-0001,불고기_꿩,D,음식,3,외식(분석함량),8,구이류,8022,불고기,802203,꿩,80220300,해당없음,0,해당없음,100g,74,82.5,6.7,1.7,1.16,7.94,3.38,2,21,0,92,249,253,24,0,285,0,0.066,0.722,0.6,,21.24,0.38,0.02,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-022070400-0001,불고기_삼겹살_오징어,D,음식,3,외식(분석함량),8,구이류,8022,불고기,802207,삼겹살,80220704,오징어,0,해당없음,100g,182,65.1,12.8,9.95,1.9,10.25,3.8,2.1,21,0,164,285,443,50,2,574,0.325,0.12,0.67,0.13,,92.23,2.6,0.05,3,식품의약품안전처,200g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D308-028000000-0001,임연수구이,D,음식,3,외식(분석함량),8,구이류,8028,임연수구이,802800,해당없음,80280000,해당없음,0,해당없음,100g,198,62.5,21.52,11.76,2.84,1.4,0,0.4,107,0,302,384,628,16,16,0,0.06,0.216,1.928,0.28,,85.04,2.44,0.68,3,식품의약품안전처,250g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D308-029060200-0001,장어구이_붕장어_소금,D,음식,3,외식(분석함량),8,구이류,8029,장어구이,802906,붕장어,80290602,소금,0,해당없음,100g,297,44.3,26,16.2,1.8,11.6,0.4,1,164,0,346,545,125,439,439,2,0,0.11,0.47,0,,167.07,3.6,0.2,3,식품의약품안전처,100g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-029120000-0001,장어구이_양념,D,음식,3,외식(분석함량),8,구이류,8029,장어구이,802912,양념,80291200,해당없음,0,해당없음,100g,289,51.1,20.51,20.37,2.14,5.87,2.79,0.9,144,0.01,254,277,470,973,963,126,0.309,0.451,4.823,0.12,,143.49,4.74,0.18,3,식품의약품안전처,150g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D308-035000000-0001,햄버그스테이크,D,음식,3,외식(분석함량),8,구이류,8035,햄버그스테이크,803500,해당없음,80350000,해당없음,0,해당없음,100g,229,59.4,13.48,14.82,1.91,10.38,2.67,2.8,41,0,183,277,475,11,7,45,0.308,0.128,2.986,1.38,,35.14,4.7,0.16,3,식품의약품안전처,200g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D308-036000000-0001,황태구이,D,음식,3,외식(분석함량),8,구이류,8036,황태구이,803600,해당없음,80360000,해당없음,0,해당없음,100g,219,52.3,23.9,7.7,2.65,13.45,7.1,1.5,140,0,213,311,568,39,1,456,0.03,0.09,0.02,0,,105.79,1.2,0.05,3,식품의약품안전처,200g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D308-037000000-0001,훈제오리,D,음식,3,외식(분석함량),8,구이류,8037,훈제오리,803700,해당없음,80370000,해당없음,0,해당없음,100g,319,50.6,17.22,25.63,1.73,4.83,0.11,0.5,15,0,249,199,488,32,32,2,0.24,0.24,3.342,19.08,,68.4,6.39,0.16,3,식품의약품안전처,250g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D309-004000000-0001,고추전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9004,고추전,900400,해당없음,90040000,해당없음,0,해당없음,100g,183,67.4,8.61,11.48,1.18,11.34,1.45,5,44,0,111,207,241,46,9,449,0.135,0.127,0.83,6.58,,52.54,2.35,0.06,3,식품의약품안전처,150g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D309-005000000-0001,굴전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9005,굴전,900500,해당없음,90050000,해당없음,0,해당없음,100g,195,62.9,10.6,10.5,1.5,14.5,1.3,2.4,36,0,160,195,326,43,34,110,0.07,0.3,0.51,17.67,,96.88,2.1,0.1,3,식품의약품안전처,100g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D309-007000000-0001,깻잎전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9007,깻잎전,900700,해당없음,90070000,해당없음,0,해당없음,100g,241,59.8,11.82,17.18,1.49,9.7,0.71,3.1,73,0,156,214,320,77,12,784,0.17,0.191,0.698,0,,87.86,3.62,0.1,3,식품의약품안전처,150g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D309-008020000-0001,꼬치구치_낙지,D,음식,3,외식(분석함량),9,전·적 및 부침류,9008,꼬치구치,900802,낙지,90080200,해당없음,0,해당없음,100g,94,77.1,16.43,1.59,1.31,3.53,0,0.7,23,0,186,178,259,10,9,16,0,0.094,2.027,0,,167.18,0.17,0.01,3,식품의약품안전처,80g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-009000000-0001,녹두빈대떡,D,음식,3,외식(분석함량),9,전·적 및 부침류,9009,녹두빈대떡,900900,해당없음,90090000,해당없음,0,해당없음,100g,208,59.5,7.94,10.27,1.31,20.93,0.1,4.6,21,0,126,265,232,8,0,100,0.142,0.132,0.939,1.69,,12.48,2.26,0.06,3,식품의약품안전처,100g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D309-014000000-0001,두부전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9014,두부전,901400,해당없음,90140000,해당없음,0,해당없음,100g,170,69.2,13.64,10.58,1.56,5,0.02,2.8,169,0,202,163,211,0,0,4,0,0.053,0.283,0,,2.19,1.34,0.03,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-018000000-0001,미나리전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9018,미나리전,901800,해당없음,90180000,해당없음,0,해당없음,100g,151,67.8,3.49,5.08,0.79,22.82,1.16,2.5,22,0,46,132,166,12,2,121,0,0.126,0.214,0,,7.92,0.82,0.04,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-019000000-0001,배추전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9019,배추전,901900,해당없음,90190000,해당없음,0,해당없음,100g,160,66.2,3.44,5.78,0.9,23.68,3.35,3,32,0,52,121,218,3,0,38,0.09,0.078,0.441,0,,4.82,0.92,0.05,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-020000000-0001,버섯전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9020,버섯전,902000,해당없음,90200000,해당없음,0,해당없음,100g,160,71.1,7.02,9.91,1.17,10.8,1.83,3.6,28,0,136,256,209,9,9,8,0.233,0.174,1.231,0,,66.73,1.53,0.04,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-023010000-0001,생선전_가자미,D,음식,3,외식(분석함량),9,전·적 및 부침류,9023,생선전,902301,가자미,90230100,해당없음,0,해당없음,100g,154,68.4,17.17,7.38,2.41,4.61,0.2,0.9,231,0,247,227,546,35,35,0,0.106,0.134,0.205,0,,117.51,1.5,0.04,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-024030000-0001,생성전_동태,D,음식,3,외식(분석함량),9,전·적 및 부침류,9024,생성전,902403,동태,90240300,해당없음,0,해당없음,100g,179,66.1,15.09,10.03,1.73,7.02,0.15,2.3,32,0,281,174,468,26,26,0,0.019,0.157,0.199,0,,119.17,2.11,0.06,3,식품의약품안전처,150g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D309-025000000-0001,소라산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9025,소라산적,902500,해당없음,90250000,해당없음,0,해당없음,100g,150,63.7,22.4,3.14,2.64,8.06,1.06,0.6,122,0,183,228,496,10,5,65,0,0.176,0.385,12.82,,125.43,0.47,0.02,3,식품의약품안전처,80g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-026000000-0001,쇠고기산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9026,쇠고기산적,902600,해당없음,90260000,해당없음,0,해당없음,100g,227,57.1,24.2,12.78,2.29,3.67,0,1.5,11,0,175,240,696,6,5,10,0.084,0.116,0,0,,67.42,3.53,0.44,3,식품의약품안전처,200g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D309-028000000-0001,스크램블에그,D,음식,3,외식(분석함량),9,전·적 및 부침류,9028,스크램블에그,902800,해당없음,90280000,해당없음,0,해당없음,100g,149,76.4,9.99,10.98,1.01,1.61,1.39,0,66,1.31,165,132,145,161,159,26,0.04,0.376,0.076,0,1.8,277,3.33,0.62,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D309-030000000-0001,오징어산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9030,오징어산적,903000,해당없음,90300000,해당없음,0,해당없음,100g,127,68.9,21.72,2.47,2.38,4.5,1.14,1.1,20,0,299,292,596,11,11,0,0.103,0.066,1.549,0,,292.81,0.34,0,3,식품의약품안전처,80g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
